participant,image,modality,PID,length,attributives,adverbs,syllables,chars,consciousness_of_projection,self_reference_words,negations,pseudo_quantifiers,positive_allness,prepositions
ppt-106,img-1159508,spoken,0.3333333333333333,9,0,0,1.6666666666666667,4.333333333333333,0,0,0,0,0,1
ppt-44,img-1160171,spoken,0.3,11,0,0,1.0909090909090908,3.6363636363636362,0,0,0,0,0,2
ppt-106,img-150474,spoken,0.42857142857142855,14,0,0,1.4285714285714286,4.5,0,0,0,0,0,4
ppt-40,img-713211,spoken,0.25,8,0,0,1.5,4.25,0,0,0,0,0,2
ppt-107,img-1592033,spoken,0.4,10,0,0,1.3,3.8,0,0,0,0,0,2
ppt-107,img-713381,spoken,0.36363636363636365,11,0,0,1.9090909090909092,5.636363636363637,0,0,0,0,0,1
ppt-3,img-285766,spoken,0.38461538461538464,13,0,1,1.8461538461538463,6.076923076923077,0,0,0,0,0,1
ppt-34,img-713274,spoken,0.4444444444444444,9,0,0,1.8888888888888888,5.888888888888889,0,0,0,0,0,1
ppt-102,img-1159775,spoken,0.3333333333333333,7,0,0,1.2857142857142858,3.857142857142857,0,0,0,0,0,1
ppt-108,img-713684,spoken,0.6,15,1,0,1.6,4.866666666666666,0,0,0,0,0,2
ppt-3,img-1160171,spoken,0.5555555555555556,10,0,1,1.0,3.4,0,0,0,0,0,1
ppt-105,img-1591876,spoken,0.46153846153846156,13,0,0,1.6923076923076923,4.923076923076923,0,0,0,0,0,2
ppt-104,img-498304,spoken,0.47058823529411764,17,0,1,1.2352941176470589,3.6470588235294117,0,0,0,0,0,3
ppt-101,img-1592657,spoken,0.3333333333333333,10,0,0,1.1,3.5,0,0,0,0,0,1
ppt-34,img-1160171,spoken,0.1111111111111111,12,0,0,1.1666666666666667,3.4166666666666665,0,0,0,0,0,2
ppt-101,img-713765,spoken,0.3333333333333333,12,0,1,1.4166666666666667,5.083333333333333,0,0,0,0,0,1
ppt-102,img-498253,spoken,0.5555555555555556,9,1,1,1.6666666666666667,5.0,0,0,0,0,0,0
ppt-106,img-285959,spoken,0.3333333333333333,12,0,0,1.4166666666666667,4.666666666666667,0,0,0,0,0,2
ppt-101,img-1592119,spoken,0.5,9,1,0,1.4444444444444444,4.333333333333333,0,0,0,0,0,2
ppt-34,img-713089,spoken,0.4166666666666667,12,0,0,1.3333333333333333,4.416666666666667,0,0,0,0,0,2
ppt-108,img-713653,spoken,0.5454545454545454,11,1,0,1.6363636363636365,5.454545454545454,0,0,0,0,0,2
ppt-44,img-498032,spoken,0.42857142857142855,15,0,1,1.4666666666666666,4.933333333333334,0,0,0,0,0,3
ppt-103,img-150277,spoken,0.2857142857142857,7,0,0,1.5714285714285714,5.857142857142857,0,0,0,0,0,2
ppt-103,img-1160171,spoken,0.5,13,0,0,1.1538461538461537,3.8461538461538463,0,0,0,0,0,3
ppt-105,img-1159427,spoken,0.625,8,0,1,1.5,4.375,0,0,0,0,0,0
ppt-106,img-1592934,spoken,0.3333333333333333,6,0,0,1.6666666666666667,5.0,0,0,0,0,0,2
ppt-44,img-713640,spoken,0.4444444444444444,9,0,1,1.5555555555555556,4.777777777777778,0,0,0,0,0,2
ppt-101,img-1592079,spoken,0.5,8,1,1,1.5,4.75,0,0,0,0,0,1
ppt-103,img-286058,spoken,0.4,5,1,0,2.0,4.8,0,0,0,0,0,1
ppt-105,img-713888,spoken,0.5882352941176471,17,1,2,1.2941176470588236,4.411764705882353,0,0,0,0,0,2
ppt-10,img-1591858,spoken,0.35714285714285715,14,0,1,1.5,5.214285714285714,0,0,0,0,0,2
ppt-40,img-1592027,spoken,0.5714285714285714,7,1,0,2.0,6.0,0,0,0,0,0,2
ppt-10,img-1159541,spoken,0.5,14,1,0,1.3571428571428572,4.285714285714286,0,0,0,0,0,2
ppt-22,img-498405,spoken,0.5,11,0,0,1.5454545454545454,4.818181818181818,0,0,0,0,0,1
ppt-22,img-61537,spoken,0.4,5,0,0,1.6,6.2,0,0,0,0,0,1
ppt-22,img-713089,spoken,0.5384615384615384,14,0,0,1.2142857142857142,3.857142857142857,0,0,0,0,0,2
ppt-22,img-713211,spoken,0.3333333333333333,6,0,0,1.8333333333333333,5.333333333333333,0,0,0,0,0,1
ppt-22,img-713274,spoken,0.6,16,1,0,1.5625,4.9375,0,0,0,0,0,1
ppt-22,img-713392,spoken,0.625,9,2,1,2.0,5.555555555555555,0,0,0,0,0,1
ppt-22,img-713403,spoken,0.5882352941176471,19,0,0,1.4210526315789473,4.421052631578948,0,0,0,0,0,3
ppt-22,img-713519,spoken,0.4444444444444444,9,0,1,1.2222222222222223,3.7777777777777777,0,0,0,0,0,1
ppt-22,img-713620,spoken,0.5,16,0,1,1.5,4.8125,0,0,0,0,0,1
ppt-22,img-713640,spoken,0.5333333333333333,16,1,0,1.6875,5.125,0,0,0,0,0,1
ppt-22,img-713653,spoken,0.45454545454545453,11,0,1,1.7272727272727273,5.454545454545454,0,0,0,0,0,1
ppt-22,img-713666,spoken,0.6153846153846154,13,1,0,1.4615384615384615,3.923076923076923,0,0,0,0,0,3
ppt-22,img-713679,spoken,0.0,5,0,0,1.6,5.0,0,0,0,0,0,0
ppt-22,img-713684,spoken,0.6666666666666666,12,2,1,1.6666666666666667,4.75,0,0,0,0,0,2
ppt-22,img-713689,spoken,0.5,15,0,3,1.8,5.333333333333333,0,0,0,0,0,2
ppt-22,img-713718,spoken,0.47058823529411764,18,1,0,1.3888888888888888,4.277777777777778,0,0,0,0,0,3
ppt-22,img-713742,spoken,0.5,8,0,0,1.5,4.875,0,0,0,0,0,1
ppt-22,img-713780,spoken,0.2857142857142857,15,0,0,1.1333333333333333,3.933333333333333,0,0,0,0,0,3
ppt-22,img-713790,spoken,0.2,5,0,0,1.8,6.0,0,0,0,0,0,1
ppt-22,img-713796,spoken,0.25,8,0,0,1.5,4.125,0,0,0,0,0,1
ppt-22,img-713829,spoken,0.55,22,0,3,1.4090909090909092,4.454545454545454,0,0,0,0,0,3
ppt-23,img-1159293,spoken,0.3333333333333333,6,1,0,1.5,4.833333333333333,0,0,0,0,0,1
ppt-23,img-1159379,spoken,0.35714285714285715,14,0,0,1.2857142857142858,3.9285714285714284,0,0,0,0,0,2
ppt-23,img-1159446,spoken,0.3333333333333333,3,0,0,2.6666666666666665,8.0,0,0,0,0,0,1
ppt-23,img-1159470,spoken,0.3,10,1,0,1.2,4.4,0,0,0,0,0,0
ppt-23,img-1159482,spoken,0.4,10,0,1,1.4,4.7,0,0,0,0,0,2
ppt-23,img-1159497,spoken,0.7142857142857143,7,1,0,1.7142857142857142,5.285714285714286,0,0,0,0,0,0
ppt-23,img-1159515,spoken,0.42857142857142855,7,2,0,1.7142857142857142,4.571428571428571,0,0,0,0,0,1
ppt-23,img-1159541,spoken,0.3,10,0,1,1.2,3.6,0,0,0,0,0,2
ppt-23,img-1159592,spoken,0.5,8,1,0,1.5,4.75,0,0,0,0,0,1
ppt-23,img-1159621,spoken,0.5,6,0,0,1.6666666666666667,4.666666666666667,0,0,0,0,0,1
ppt-23,img-1159648,spoken,0.5,4,0,0,2.5,8.5,0,0,0,0,0,1
ppt-23,img-1159675,spoken,0.5,4,0,0,2.25,7.5,0,0,0,0,0,1
ppt-23,img-1159762,spoken,0.42857142857142855,7,0,1,1.5714285714285714,4.714285714285714,0,0,0,0,0,1
ppt-23,img-1159777,spoken,0.25,4,0,0,1.75,6.5,0,0,0,0,0,1
ppt-23,img-1159784,spoken,0.5,4,1,0,2.25,5.75,0,0,0,0,0,1
ppt-23,img-1159829,spoken,0.5714285714285714,8,0,1,1.25,3.875,0,0,0,1,0,0
ppt-23,img-1159870,spoken,0.4444444444444444,9,0,0,1.4444444444444444,4.444444444444445,0,0,0,0,0,2
ppt-23,img-1159956,spoken,0.5,6,0,0,2.0,6.0,0,0,0,1,0,1
ppt-23,img-1159991,spoken,0.2222222222222222,10,0,0,1.3,3.8,0,0,0,0,0,2
ppt-23,img-1160019,spoken,0.25,5,0,0,1.2,3.2,0,0,0,0,0,1
ppt-23,img-1160152,spoken,0.25,4,0,0,1.75,5.25,0,0,0,0,0,1
ppt-23,img-1160158,spoken,0.4,10,0,0,1.3,4.2,0,0,0,0,0,1
ppt-23,img-1160171,spoken,0.3333333333333333,9,0,1,1.1111111111111112,3.6666666666666665,0,0,0,0,0,1
ppt-23,img-150277,spoken,0.5,4,0,0,1.75,6.75,0,0,0,0,0,1
ppt-23,img-150290,spoken,0.46153846153846156,13,0,1,1.4615384615384615,4.461538461538462,0,0,0,0,0,1
ppt-23,img-150296,spoken,0.5384615384615384,13,0,2,1.3076923076923077,4.076923076923077,0,0,0,1,0,1
ppt-23,img-150384,spoken,0.5,4,0,0,1.25,4.5,0,0,0,0,0,1
ppt-23,img-150463,spoken,0.2727272727272727,12,0,0,1.25,4.0,0,0,0,0,0,1
ppt-23,img-150496,spoken,0.3,11,0,0,1.3636363636363635,3.909090909090909,0,0,0,0,0,2
ppt-23,img-1591858,spoken,0.2,5,0,0,1.4,5.4,0,0,0,0,0,1
ppt-23,img-1591920,spoken,0.4,5,0,0,1.6,4.6,0,0,0,0,0,1
ppt-23,img-1591994,spoken,0.3333333333333333,6,1,0,1.1666666666666667,3.1666666666666665,0,0,0,0,0,2
ppt-23,img-1592027,spoken,0.6666666666666666,7,2,0,1.2857142857142858,3.4285714285714284,0,0,0,1,0,0
ppt-23,img-1592129,spoken,0.4,5,0,0,1.8,6.0,0,0,0,1,0,1
ppt-23,img-1592150,spoken,0.3333333333333333,6,1,1,1.3333333333333333,4.0,0,0,0,0,0,1
ppt-23,img-1592201,spoken,0.375,8,1,0,1.75,5.125,0,0,0,0,0,2
ppt-23,img-1592241,spoken,0.3333333333333333,7,0,0,1.2857142857142858,3.5714285714285716,0,0,0,0,0,1
ppt-23,img-1592289,spoken,0.6666666666666666,6,0,0,1.8333333333333333,5.666666666666667,0,0,0,0,0,1
ppt-23,img-1592298,spoken,0.5,12,1,1,1.4166666666666667,4.25,0,0,0,0,0,2
ppt-23,img-1592303,spoken,0.42857142857142855,7,0,0,1.5714285714285714,4.857142857142857,0,0,0,0,0,1
ppt-23,img-1592305,spoken,0.5,7,1,0,1.2857142857142858,4.0,0,0,0,1,0,1
ppt-23,img-1592314,spoken,0.4444444444444444,9,0,0,1.5555555555555556,4.444444444444445,0,0,0,0,0,2
ppt-23,img-1592350,spoken,0.5714285714285714,7,1,0,2.0,5.714285714285714,0,0,0,0,0,1
ppt-23,img-1592378,spoken,0.0,2,0,0,2.0,6.5,0,0,0,0,0,0
ppt-23,img-1592397,spoken,0.7142857142857143,7,0,0,1.5714285714285714,5.428571428571429,0,0,0,0,0,1
ppt-23,img-1592519,spoken,0.375,9,0,0,1.3333333333333333,3.888888888888889,0,0,0,0,0,2
ppt-23,img-1592581,spoken,0.25,4,0,0,1.75,5.25,0,0,0,0,0,1
ppt-23,img-1592619,spoken,0.375,8,0,1,1.5,4.875,0,0,0,0,0,1
ppt-23,img-1592693,spoken,0.5,13,1,0,1.3076923076923077,4.0,0,0,0,0,0,3
ppt-23,img-1592727,spoken,0.42857142857142855,7,0,1,1.5714285714285714,4.428571428571429,0,0,0,0,0,2
ppt-23,img-1592804,spoken,0.375,8,0,1,1.375,4.625,0,0,0,0,0,1
ppt-23,img-1592817,spoken,0.375,8,0,0,1.5,4.5,0,0,0,0,0,1
ppt-23,img-1592921,spoken,0.4444444444444444,9,0,0,1.3333333333333333,4.666666666666667,0,0,0,0,0,2
ppt-23,img-1592951,spoken,0.5,9,0,1,1.6666666666666667,4.555555555555555,0,0,0,0,0,1
ppt-23,img-1592971,spoken,0.2,5,0,0,1.8,5.0,0,0,0,0,0,1
ppt-23,img-1593058,spoken,0.2,5,0,0,1.4,3.6,0,0,0,0,0,1
ppt-23,img-1593063,spoken,0.2,6,0,0,1.5,4.5,0,0,0,0,0,1
ppt-23,img-1593084,spoken,0.5555555555555556,9,0,1,1.4444444444444444,4.666666666666667,0,0,0,0,0,0
ppt-23,img-1593102,spoken,0.5555555555555556,9,0,1,1.2222222222222223,4.0,0,0,0,0,0,2
ppt-23,img-1593112,spoken,0.375,8,1,0,1.625,4.875,0,0,0,0,0,2
ppt-23,img-1593241,spoken,0.4,5,0,0,1.6,5.2,0,0,0,0,0,0
ppt-23,img-285610,spoken,0.46153846153846156,13,0,2,1.2307692307692308,3.6153846153846154,0,0,0,0,0,2
ppt-23,img-285670,spoken,0.5,6,0,0,1.5,4.0,0,0,0,0,0,2
ppt-23,img-285684,spoken,0.375,16,0,0,1.3125,4.0625,0,0,0,0,0,1
ppt-23,img-285751,spoken,0.6,10,0,1,1.4,4.8,0,0,0,0,0,1
ppt-23,img-285766,spoken,0.5,6,0,0,1.6666666666666667,5.5,0,0,0,0,0,1
ppt-23,img-285896,spoken,0.4166666666666667,12,1,0,1.75,5.083333333333333,0,0,0,0,0,2
ppt-23,img-285994,spoken,0.4166666666666667,13,0,0,1.5384615384615385,4.384615384615385,0,0,0,0,0,1
ppt-23,img-286034,spoken,0.3333333333333333,18,0,0,1.5,4.555555555555555,0,0,0,0,0,2
ppt-23,img-286058,spoken,0.4,15,0,0,1.5333333333333334,4.666666666666667,0,0,0,0,0,3
ppt-23,img-497926,spoken,0.5,13,1,0,1.4615384615384615,4.384615384615385,0,0,0,0,0,2
ppt-23,img-498024,spoken,0.3333333333333333,3,1,0,1.3333333333333333,3.3333333333333335,0,0,0,0,0,0
ppt-23,img-498032,spoken,0.46153846153846156,14,0,0,1.3571428571428572,4.5,0,0,0,0,0,2
ppt-23,img-498039,spoken,0.25,9,0,0,1.2222222222222223,3.5555555555555554,0,0,0,0,0,1
ppt-23,img-498058,spoken,0.375,16,1,2,1.375,4.375,0,0,0,0,0,3
ppt-23,img-498079,spoken,0.36363636363636365,12,0,0,1.5,3.9166666666666665,0,0,0,0,0,2
ppt-23,img-498092,spoken,0.4,5,0,0,1.4,4.2,0,0,0,0,0,1
ppt-23,img-498151,spoken,0.36363636363636365,11,0,0,1.4545454545454546,4.0,0,0,0,0,0,1
ppt-23,img-498170,spoken,0.2,5,0,0,1.4,3.8,0,0,0,0,0,0
ppt-23,img-498261,spoken,0.5714285714285714,7,0,0,1.5714285714285714,5.285714285714286,0,0,0,0,0,1
ppt-23,img-498304,spoken,0.4,15,0,1,1.2,3.466666666666667,0,0,0,0,0,2
ppt-23,img-498405,spoken,0.2857142857142857,8,0,0,1.5,3.625,0,0,0,0,0,1
ppt-23,img-61537,spoken,0.2857142857142857,9,0,0,1.2222222222222223,4.111111111111111,0,0,0,0,0,1
ppt-23,img-713089,spoken,0.5,12,0,1,1.4166666666666667,4.666666666666667,0,0,0,0,0,2
ppt-23,img-713211,spoken,0.42857142857142855,7,0,0,1.5714285714285714,4.714285714285714,0,0,0,0,0,0
ppt-23,img-713274,spoken,0.6666666666666666,6,0,0,1.6666666666666667,5.166666666666667,0,0,0,0,0,0
ppt-23,img-713392,spoken,0.5,16,0,2,1.3125,3.875,0,0,0,1,0,2
ppt-23,img-713403,spoken,0.6666666666666666,9,0,0,1.4444444444444444,4.777777777777778,0,0,0,0,0,1
ppt-23,img-713519,spoken,0.36363636363636365,11,0,0,1.2727272727272727,4.090909090909091,0,0,0,0,0,1
ppt-23,img-713620,spoken,0.375,8,0,2,1.875,6.0,0,0,0,0,0,0
ppt-23,img-713640,spoken,0.4444444444444444,9,1,1,1.6666666666666667,4.444444444444445,0,0,0,0,0,1
ppt-23,img-713653,spoken,0.5384615384615384,14,0,1,1.7142857142857142,4.285714285714286,0,0,0,0,0,1
ppt-23,img-713666,spoken,0.3333333333333333,6,1,0,1.1666666666666667,3.1666666666666665,0,0,0,0,0,1
ppt-23,img-713679,spoken,0.2857142857142857,7,0,0,1.7142857142857142,5.0,0,0,0,0,0,1
ppt-23,img-713684,spoken,0.36363636363636365,12,0,0,1.4166666666666667,3.8333333333333335,0,0,0,0,0,3
ppt-23,img-713689,spoken,0.16666666666666666,7,1,0,1.4285714285714286,4.142857142857143,0,0,0,0,0,1
ppt-23,img-713718,spoken,0.42857142857142855,7,1,0,1.5714285714285714,5.714285714285714,0,0,0,0,0,1
ppt-23,img-713742,spoken,0.5,6,2,0,2.0,5.5,0,0,0,0,0,1
ppt-23,img-713780,spoken,0.3333333333333333,9,0,0,1.3333333333333333,4.333333333333333,0,0,0,0,0,1
ppt-23,img-713790,spoken,0.4,5,0,0,1.8,5.8,0,0,0,0,0,1
ppt-23,img-713796,spoken,0.2222222222222222,9,0,1,1.3333333333333333,4.0,0,0,0,0,0,1
ppt-23,img-713829,spoken,0.3333333333333333,3,0,0,1.3333333333333333,4.333333333333333,0,0,0,0,0,0
ppt-24,img-107906,spoken,0.4,5,1,0,2.2,5.6,0,0,0,0,0,0
ppt-24,img-107930,spoken,0.16666666666666666,6,1,0,1.8333333333333333,5.166666666666667,0,0,0,0,0,1
ppt-24,img-107933,spoken,0.375,8,0,0,1.375,4.0,0,0,0,0,0,0
ppt-24,img-1159318,spoken,0.46153846153846156,14,1,1,1.2142857142857142,3.642857142857143,0,0,0,0,0,2
ppt-24,img-1159353,spoken,0.3,10,0,0,1.2,3.8,0,0,0,0,0,3
ppt-24,img-1159365,spoken,0.2857142857142857,7,0,0,1.8571428571428572,4.857142857142857,0,0,0,0,0,1
ppt-24,img-1159408,spoken,0.5714285714285714,7,0,0,1.5714285714285714,4.428571428571429,0,0,0,0,0,1
ppt-24,img-1159425,spoken,0.3333333333333333,6,0,0,1.5,3.8333333333333335,0,0,0,0,0,1
ppt-24,img-1159427,spoken,0.0,3,0,0,2.0,6.0,0,0,0,0,0,0
ppt-24,img-1159440,spoken,0.3333333333333333,9,1,0,1.8888888888888888,6.333333333333333,0,0,0,0,0,1
ppt-24,img-1159463,spoken,0.5,14,0,1,1.3571428571428572,4.142857142857143,0,0,0,0,0,3
ppt-24,img-1159486,spoken,0.35714285714285715,14,0,0,1.4285714285714286,4.071428571428571,0,0,0,0,0,3
ppt-24,img-1159508,spoken,0.4444444444444444,9,2,0,1.5555555555555556,4.888888888888889,0,0,0,0,0,1
ppt-24,img-1159572,spoken,0.3333333333333333,3,1,0,3.0,9.0,0,0,0,0,0,0
ppt-24,img-1159606,spoken,0.4444444444444444,9,0,1,1.6666666666666667,5.555555555555555,0,0,0,0,0,1
ppt-24,img-1159749,spoken,0.3076923076923077,13,0,0,1.5384615384615385,4.923076923076923,0,0,0,0,0,2
ppt-24,img-1159768,spoken,0.6,7,0,0,1.5714285714285714,4.142857142857143,0,0,0,0,0,1
ppt-24,img-1159819,spoken,0.4666666666666667,15,0,1,1.5333333333333334,4.733333333333333,0,0,0,0,0,3
ppt-24,img-1159967,spoken,0.5384615384615384,13,1,0,1.4615384615384615,4.384615384615385,0,0,0,0,0,3
ppt-24,img-1159973,spoken,0.36363636363636365,12,0,0,1.25,4.0,0,0,0,0,0,1
ppt-24,img-1160062,spoken,0.2727272727272727,12,0,0,1.25,3.8333333333333335,0,0,0,0,0,2
ppt-24,img-1160140,spoken,0.6,5,1,0,2.2,6.2,0,0,0,0,0,1
ppt-24,img-1160189,spoken,0.4,5,0,0,1.8,5.4,0,0,0,0,0,1
ppt-24,img-150273,spoken,0.3333333333333333,7,0,0,1.2857142857142858,3.857142857142857,0,0,0,0,0,1
ppt-24,img-150303,spoken,0.2857142857142857,7,1,0,1.8571428571428572,5.428571428571429,0,0,0,0,0,1
ppt-24,img-150432,spoken,0.5,9,0,1,1.6666666666666667,5.111111111111111,0,0,0,1,0,1
ppt-24,img-150474,spoken,0.3333333333333333,7,0,0,1.5714285714285714,4.571428571428571,0,0,0,0,0,1
ppt-24,img-1591781,spoken,0.4,5,0,0,1.6,4.8,0,0,0,0,0,2
ppt-24,img-1591838,spoken,0.36363636363636365,11,0,0,1.4545454545454546,3.909090909090909,0,0,0,0,0,1
ppt-24,img-1591876,spoken,0.36363636363636365,11,0,0,1.5454545454545454,4.181818181818182,0,0,0,0,0,2
ppt-24,img-1591909,spoken,0.375,9,1,0,1.4444444444444444,4.222222222222222,0,0,0,0,0,1
ppt-24,img-1591932,spoken,0.42857142857142855,7,1,0,1.5714285714285714,5.428571428571429,0,0,0,0,0,2
ppt-24,img-1591977,spoken,0.375,8,0,0,1.25,4.125,0,0,0,0,0,1
ppt-24,img-1592017,spoken,0.6666666666666666,12,0,1,1.5833333333333333,5.0,0,0,0,0,0,0
ppt-24,img-1592025,spoken,0.5,8,2,0,1.5,5.0,0,0,0,0,0,0
ppt-24,img-1592047,spoken,0.5,8,0,0,1.375,5.125,0,0,0,0,0,1
ppt-24,img-1592079,spoken,0.46153846153846156,13,1,2,1.5384615384615385,4.615384615384615,0,0,0,0,0,0
ppt-24,img-1592094,spoken,0.3333333333333333,10,0,1,1.2,3.2,0,0,0,0,0,1
ppt-24,img-1592119,spoken,0.36363636363636365,11,2,0,1.9090909090909092,6.181818181818182,0,0,0,0,0,2
ppt-24,img-1592133,spoken,0.5,6,2,0,2.0,5.833333333333333,0,0,0,0,0,1
ppt-24,img-1592137,spoken,0.625,8,0,1,1.875,5.75,0,0,0,1,0,2
ppt-24,img-1592168,spoken,0.5,8,0,0,1.75,5.5,0,0,0,0,0,1
ppt-24,img-1592189,spoken,0.42857142857142855,7,0,0,1.5714285714285714,5.571428571428571,0,0,0,0,0,1
ppt-24,img-1592233,spoken,0.2,6,0,0,1.5,4.666666666666667,0,0,0,0,0,1
ppt-24,img-1592286,spoken,0.6,5,1,0,2.0,6.4,0,0,0,0,0,0
ppt-24,img-1592351,spoken,0.375,8,1,1,1.875,5.375,0,0,0,0,0,1
ppt-24,img-1592372,spoken,0.3333333333333333,6,0,0,1.6666666666666667,4.333333333333333,0,0,0,0,0,1
ppt-24,img-1592501,spoken,0.5454545454545454,11,0,1,1.4545454545454546,3.727272727272727,0,0,0,0,0,0
ppt-24,img-1592530,spoken,0.5,9,1,0,1.1111111111111112,3.6666666666666665,0,0,0,0,0,1
ppt-24,img-1592568,spoken,0.5,8,1,0,1.125,4.0,0,0,0,0,0,1
ppt-24,img-1592657,spoken,0.4,10,0,0,1.2,3.6,0,0,0,0,0,1
ppt-24,img-1592807,spoken,0.5,2,0,0,3.5,11.0,0,0,0,0,0,0
ppt-24,img-1592836,spoken,0.7142857142857143,7,1,2,1.7142857142857142,4.714285714285714,0,0,0,0,0,1
ppt-24,img-1592857,spoken,0.5,13,0,0,1.1538461538461537,3.769230769230769,0,0,0,0,0,1
ppt-24,img-1592874,spoken,0.4,5,0,1,1.6,5.2,0,0,0,0,0,1
ppt-24,img-1592934,spoken,0.4,5,0,0,1.2,4.6,0,0,0,0,0,1
ppt-24,img-1593041,spoken,0.4,5,0,0,1.4,5.0,0,0,0,0,0,1
ppt-24,img-1593047,spoken,0.5,6,0,0,1.5,4.5,0,0,0,0,0,1
ppt-24,img-1593056,spoken,0.75,8,0,1,1.375,4.5,0,0,0,0,0,0
ppt-24,img-1593146,spoken,0.5,8,0,1,1.5,4.75,0,0,0,0,0,1
ppt-24,img-285807,spoken,0.4,10,0,0,1.3,3.8,0,0,0,0,0,2
ppt-24,img-285851,spoken,0.6666666666666666,4,1,0,1.5,3.75,0,0,0,0,0,0
ppt-24,img-285905,spoken,0.2857142857142857,8,0,0,1.25,3.625,0,0,0,0,0,1
ppt-24,img-285932,spoken,0.4,10,0,1,1.4,4.6,0,0,0,1,0,1
ppt-24,img-285933,spoken,0.5,8,0,0,1.5,4.125,0,0,0,0,0,1
ppt-24,img-285948,spoken,0.4,11,0,0,1.2727272727272727,3.909090909090909,0,0,0,0,0,2
ppt-24,img-285959,spoken,0.625,8,1,0,1.375,4.375,0,0,0,0,0,1
ppt-24,img-285992,spoken,0.5,6,2,0,2.1666666666666665,7.166666666666667,0,0,0,0,0,1
ppt-24,img-286066,spoken,0.4,11,0,0,1.1818181818181819,3.272727272727273,0,0,0,0,0,3
ppt-24,img-497950,spoken,0.4,6,0,0,1.3333333333333333,4.0,0,0,0,0,0,1
ppt-24,img-497974,spoken,0.375,8,1,0,1.625,4.875,0,0,0,0,0,1
ppt-24,img-498025,spoken,0.45454545454545453,11,1,0,1.0909090909090908,3.909090909090909,0,0,0,0,0,1
ppt-24,img-498108,spoken,0.5555555555555556,10,0,0,1.5,4.7,0,0,0,0,0,2
ppt-24,img-498175,spoken,0.3,10,0,0,1.6,4.7,0,0,0,0,0,2
ppt-24,img-498258,spoken,0.42857142857142855,7,2,0,1.5714285714285714,4.285714285714286,0,0,0,0,0,1
ppt-24,img-498280,spoken,0.3333333333333333,6,0,0,1.8333333333333333,5.166666666666667,0,0,0,0,0,2
ppt-24,img-498326,spoken,0.4,5,1,0,1.4,4.2,0,0,0,0,0,1
ppt-108,img-1159777,spoken,0.4,10,0,0,1.5,4.9,0,0,0,0,0,2
ppt-106,img-713770,spoken,0.5,14,2,0,1.5714285714285714,4.857142857142857,0,0,0,0,0,1
ppt-108,img-713392,spoken,0.42857142857142855,14,0,3,1.5,4.785714285714286,0,0,0,0,0,0
ppt-103,img-1159379,spoken,0.375,8,0,0,1.875,5.25,0,0,0,0,0,1
ppt-103,img-713403,spoken,0.5714285714285714,7,0,0,2.142857142857143,6.571428571428571,0,0,0,0,0,0
ppt-104,img-713666,spoken,0.42857142857142855,7,1,0,1.5714285714285714,4.142857142857143,0,0,0,0,0,1
ppt-104,img-1593112,spoken,0.38461538461538464,13,1,1,1.5384615384615385,5.615384615384615,0,0,0,0,0,2
ppt-106,img-1593047,spoken,0.3333333333333333,3,0,0,2.0,5.333333333333333,0,0,0,0,0,1
ppt-102,img-498221,spoken,0.375,10,0,0,1.3,3.5,0,0,0,0,0,2
ppt-105,img-1591838,spoken,0.3125,16,0,1,1.5625,4.25,0,0,0,0,0,3
ppt-40,img-286058,spoken,0.5,10,0,1,1.6,4.6,0,0,0,0,0,1
ppt-106,img-713228,spoken,0.4,11,0,0,1.2727272727272727,4.090909090909091,0,0,0,0,0,2
ppt-34,img-498058,spoken,0.3,10,0,0,1.9,6.4,0,0,0,0,0,2
ppt-10,img-498170,spoken,0.5,16,0,3,1.375,4.25,0,0,0,0,0,2
ppt-103,img-1159621,spoken,0.25,4,0,0,2.0,5.5,0,0,0,0,0,1
ppt-105,img-713024,spoken,0.42857142857142855,7,0,0,1.1428571428571428,4.0,0,0,0,0,0,1
ppt-10,img-713689,spoken,0.4666666666666667,15,2,1,1.6,5.133333333333334,0,0,0,0,0,1
ppt-102,img-1160227,spoken,0.2857142857142857,17,0,1,1.1764705882352942,3.2941176470588234,0,0,0,0,0,3
ppt-101,img-150273,spoken,0.2857142857142857,7,0,1,1.7142857142857142,5.285714285714286,0,0,0,0,0,1
ppt-108,img-713796,spoken,0.5,10,1,0,1.6,5.5,0,0,0,0,0,1
ppt-3,img-713620,spoken,0.4166666666666667,12,0,0,1.4166666666666667,4.833333333333333,0,0,0,0,0,1
ppt-102,img-1591954,spoken,0.375,8,0,1,2.0,6.125,0,0,0,0,0,1
ppt-44,img-1159379,spoken,0.4166666666666667,12,0,0,1.3333333333333333,3.9166666666666665,0,0,0,0,0,1
ppt-102,img-498396,spoken,0.4444444444444444,9,0,0,1.6666666666666667,4.777777777777778,0,0,0,0,0,1
ppt-44,img-713829,spoken,0.4444444444444444,10,1,1,1.2,3.7,0,0,0,0,0,1
ppt-3,img-1159621,spoken,0.5555555555555556,19,0,2,1.4210526315789473,4.842105263157895,0,0,0,0,0,2
ppt-40,img-150277,spoken,0.3,10,0,0,1.4,5.1,0,0,0,0,0,2
ppt-104,img-1159956,spoken,0.25,8,0,0,1.75,4.25,0,0,0,0,0,2
ppt-40,img-1592727,spoken,0.3333333333333333,10,1,0,1.4,4.0,0,0,0,0,0,1
ppt-34,img-1159621,spoken,0,2,0,0,3.5,10.0,0,0,0,0,0,0
